source_url,release_date,page,row,bank,representative,item,currency,amount,company
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,1,مصرف شمال افريقيا - الفرع الرئيس ي,طارق العربي هالل هالل,مواد خام ورق,USD,329850,شركة املتحدة لصناعة االكواب الورقية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,2,مصرف الجمهورية - ابي االشهر,حسين ابراهيم عبد السالم بن صليل,صويا,USD,2204000,شركة املراعي الخصبة للمطاحن و االعالف
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,3,مصرف الصحاري - صرمان,عمر علي سالم املقوز,االت متنوعة,EUR,46148,شركة الزاوية الزراعية الستيراد الجرارات واملستلزمات الزراعية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,4,مصرف املتحد - فرع العزيزية,شعبان الهادي رمضان الخنفاس,مضخات,EUR,103368.53,شركة املنار الستيراد االالت واملستلزمات الزراعية املساهمة
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,5,مصرف الجمهورية - احمد الشريف,محمد الطاهر احمد عيس ى,عصائر,EUR,2004893.91,شركة الجيد الستيراد املواد الغدائية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,6,مصرف الجمهورية - احمد الشريف,محمد الطاهر احمد عيس ى,زيت طهي,USD,1224720,شركة الجيد الستيراد املواد الغدائية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,7,مصرف شمال افريقيا - الفرع الرئيس ي,شعبان صالح ابو السعود ايور,خشب,EUR,457164.75,شركة ارجان العاملية الستيراد مواد البناء
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,8,مصرف الخليج الليبي االول,عبد اللطيف محمد محمد املحجوب,زيوت وماء تبريد,EUR,273317.2,شركة الست يراد وسائل النقل وملحقاتها ادري
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,9,مصرف السراي - الفرع الرئي س ي,نجاة ابراهيم حسني حسني بي,نظارة شمسيه,EUR,31369.649999999998,شركة اتحاد االزياء الستيراد املالبس واملصنوعات والخردوات الجلدية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,10,مصرف النوران ـ فرع برج طرابلس االسالمي,عبدالقادر سالم علي التومي,خشب,EUR,472350,شركة الراية العاملية إلستيراد مواد البناء واملواد الصحية وملحقاتها
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,11,مصرف الجمهورية - ابي االشهر,عواطف بشير محمد القصبى,معدات طبية,EUR,87839,شركة الهدف الصيدالنية الستيراد االدوية واملستحضر ات الطبية ومستلزمات
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,12,مصرف الجمهورية - ابي االشهر,عواطف بشير محمد القصبى,اجهزة طبية,EUR,147498.7,شركة الهدف الصيدالنية الستيراد االدوية واملستحضرات الطبية ومستلزمات
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,13,مصرف الخليج الليبي االول,سعيد ابراهيم سعيد كرناص,مولدات,USD,284500,شركة ليبيا الحرة الستيراد املولدات واالالت واملعدات الكهربائية وقطع غيرها
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,14,مصرف الخليج الليبي االول,سامي عبد السالم صالح الترهوني,مواد خام,USD,60372,شركة سايبس ليبيا لصناعة الطالء املشتركة
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,15,مصرف الجمهورية - ابي االشهر,صدقي املهدى األمين األحرش,مبيذ حشرات,USD,110820,شركة غرب املتوسط إلستيراد مواد التنظيف
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,16,مصرف النوران ـ فرع برج طرابلس االسالمي,حسن اشتيوي حسن اشتيوي,معدات طبية,EUR,89240.62000000001,الشركة الهندسية إلستيراد األدوية و املعدات الطبية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,17,مصرف املتحد لتجارة واالستثمار ـ فرع طرابلس,سالم مفتاح موس ى العابد,أسمدة زراعي,USD,180960,شركة القلعة الستيراد املستلزمات الزراعية املساهمة
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,18,مصرف املتحد لتجارة واالستثمار ـ فرع طرابلس,سالم مفتاح موس ى العابد,أسمدة زراعية,USD,140605.6,شركة القلعة الستيراد املستلزمات الزراعية املساهمة
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,19,مصرف املتحد - الفرع الرئيس ي,عبدهللا عبدالسالم عمر,شامبو جونسون,EUR,81054.16,شركة االكليل ال ستيراد مواد التنظيف
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,1,20,مصرف املتحد - الفرع الرئيس ي,سالم امحمد علي عنيبة,مضخات,USD,459030,شركةسهل الفضيل ابوعمر الستيراد املعدات الزراعية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,2,1,مصرف الخليج الليبي االول,مالك أحمد عمر أبوشعالة,اطارات,JPY,3608106,شركه الجدار إلستيراد السيارات وقطع غ يارها
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,2,2,مصرف املتحد - وكالة الجديدة,منال أحمد عبد السالم عبيده,أدوية بشرية,USD,358798.3,شركة اسيا الستيراد االدوية واملعدات الطبية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,2,3,مصرف الخليج االول الليبي,خليل محمد الصديق الرايس,إطارات,USD,776420,شركة املسار الجديد الستيراد وسائل النقل وملحقاتها
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,2,4,مصرف الخليج االول الليبي,عبد الرؤوف عبد السالم سالم ابونعجة,مواد خام,USD,369270,مصنع العين للصناعات البالستيكية
https://cbl.gov.ly/wp-content/uploads/2021/04/25-31march2021.pdf,2021-04-07,2,5,مصرف الخليج االول الليبي,علي امحمد على شبل,أدوية,EUR,88000,شركة العلمية إلستيراد االدوية واملستحضرات الطبية ومستلزمات االم وال طفل
